"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","277","861c4999-69d8-4a9e-b837-8bc5bf5419f2:36da8043-a256-4775-a1b5-a797e1566618:Get API","","2026-07-09","passed","2026-07-09","Automation Run 861c4999-69d8-4a9e-b837-8bc5bf5419f2","run_861c4999-69d8-4a9e-b837-8bc5bf5419f2.spec.ts","",""
