"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3641","b56681a4-6e56-4481-90fa-7a899ecfaa08:93e804dd-9bb8-4798-97a0-0f2b0c9cc2c3:Verify the login working or not","","2026-07-08","passed","2026-07-08","Automation Run b56681a4-6e56-4481-90fa-7a899ecfaa08","run_b56681a4-6e56-4481-90fa-7a899ecfaa08.spec.ts","",""
"","7105","b56681a4-6e56-4481-90fa-7a899ecfaa08:6c60dbd0-8e34-4ab1-93ae-e3830be5aa93:click on PIM","","2026-07-08","passed","2026-07-08","Automation Run b56681a4-6e56-4481-90fa-7a899ecfaa08","run_b56681a4-6e56-4481-90fa-7a899ecfaa08.spec.ts","",""
