"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","464","13430385-ada6-4243-9c30-990b0630a449:36da8043-a256-4775-a1b5-a797e1566618:Get API","","2026-07-06","passed","2026-07-06","Automation Run 13430385-ada6-4243-9c30-990b0630a449","run_13430385-ada6-4243-9c30-990b0630a449.spec.ts","",""
